time,open,high,low,close,Volume,Volume MA
1633687200,1.3604205407867263,1.36378,1.3604205407867263,1.362825,1159,857.05
1633690800,1.361622770393363,1.36318,1.361622770393363,1.362565,868,818.6
1633694400,1.3620938851966815,1.3659,1.3619,1.363545,5549,1040.5
1633698000,1.3628194425983406,1.3648,1.36116,1.3632,4794,1246.35
1633701600,1.3630097212991703,1.36474,1.36266,1.363475,3709,1390.05
1633705200,1.3632423606495851,1.36488,1.36286,1.3636024999999998,2099,1460.75
1633708800,1.3634224303247926,1.3634224303247926,1.3611,1.3621775,1038,1495.1
1633712400,1.3627999651623963,1.3627999651623963,1.36098,1.3616975,721,1528.85
1633716000,1.362248732581198,1.36258,1.36198,1.3621599999999998,608,1551.2
1633719600,1.362204366290599,1.3625,1.36148,1.3620225,523,1565.1
1633723200,1.3621134331452995,1.36222,1.3612,1.361765,448,1549
1633899600,1.3619392165726496,1.36297,1.36137,1.3619474999999999,163,1519.1
1633903200,1.3619433582863247,1.36275,1.36148,1.3619675,432,1515.95
1633906800,1.3619554291431624,1.3619554291431624,1.3612,1.3616350000000002,378,1512.9
1633910400,1.3617952145715813,1.36424,1.36154,1.3628149999999999,731,1533.05
1633914000,1.3623051072857906,1.3656,1.3623051072857906,1.3644,915,1548.75
1633917600,1.3633525536428954,1.36472,1.3633525536428954,1.364355,510,1500.95
1633921200,1.3638537768214478,1.36449,1.36348,1.3639725,491,1402.55
1633924800,1.363913138410724,1.36411,1.36345,1.363815,268,1347.35
1633928400,1.3638640692053619,1.36546,1.36386,1.3646949999999998,569,1298.65
1633932000,1.3642795346026808,1.36738,1.3642795346026808,1.3660999999999999,2438,1362.6
1633935600,1.3651897673013402,1.36689,1.36378,1.3654975,3075,1472.95
1633939200,1.3653436336506701,1.3657,1.36318,1.3646099999999999,2191,1305.05
1633942800,1.364976816825335,1.364976816825335,1.36111,1.3631225,1982,1164.45
1633946400,1.3640496584126676,1.3640496584126676,1.3615,1.3624500000000002,1391,1048.55
1633950000,1.363249829206334,1.36364,1.36242,1.3630525000000002,1382,1012.7
1633953600,1.363151164603167,1.36396,1.36191,1.362725,1586,1040.1
1633957200,1.3629380823015835,1.36462,1.36186,1.36324,1998,1103.95
1633960800,1.3630890411507917,1.36512,1.36231,1.3636325,1690,1158.05
1633964400,1.3633607705753958,1.36348,1.36227,1.3627175,1179,1190.85
1633968000,1.363039135287698,1.363039135287698,1.36094,1.36173,821,1209.5
1633971600,1.362384567643849,1.362384567643849,1.36018,1.36077,792,1240.95
1633975200,1.3615772838219247,1.3615772838219247,1.36052,1.3608025,558,1247.25
1633978800,1.3611898919109624,1.3611898919109624,1.3586,1.3597700000000001,1055,1281.1
1633982400,1.3604799459554813,1.3604799459554813,1.35846,1.359005,724,1280.75
1633986000,1.3597424729777408,1.3597424729777408,1.35925,1.35949,119,1240.95
1633989600,1.3596162364888704,1.35968,1.3585,1.3590925,245,1227.7
1633993200,1.3593543682444351,1.3593543682444351,1.35844,1.3588425,219,1214.1
1633996800,1.3590984341222176,1.35944,1.35822,1.3588175,729,1237.15
1634000400,1.3589579670611087,1.3591,1.3581,1.3586775000000002,824,1249.9
1634004000,1.3588177335305545,1.36001,1.3588177335305545,1.3594725,466,1151.3
1634007600,1.3591451167652773,1.36028,1.3591451167652773,1.3598824999999999,296,1012.35
1634011200,1.3595138083826386,1.35992,1.3595138083826386,1.359695,218,913.7
1634014800,1.3596044041913193,1.36101,1.3596044041913193,1.36028,418,835.5
1634018400,1.3599422020956595,1.36121,1.35993,1.3606475000000002,1600,845.95
1634022000,1.3602948510478299,1.36072,1.35836,1.3595700000000002,2048,879.25
1634025600,1.359932425523915,1.36037,1.35685,1.3589399999999998,2091,904.5
1634029200,1.3594362127619575,1.36206,1.3594362127619575,1.36044,1686,888.9
1634032800,1.3599381063809788,1.36196,1.3599381063809788,1.36085,1314,870.1
1634036400,1.3603940531904892,1.363,1.3603940531904892,1.3620750000000001,1218,872.05
1634040000,1.3612345265952448,1.36376,1.35958,1.3616700000000002,2171,939.55
1634043600,1.3614522632976225,1.36218,1.35899,1.3603874999999999,3217,1060.8
1634047200,1.3609198816488113,1.3609198816488113,1.35694,1.35926,3757,1220.75
1634050800,1.3600899408244056,1.36046,1.35915,1.359995,2264,1281.2
1634054400,1.360042470412203,1.36058,1.35848,1.3595249999999999,1023,1296.15
1634058000,1.3597837352061015,1.3597837352061015,1.35768,1.358435,868,1333.6
1634061600,1.3591093676030508,1.35976,1.35822,1.3589525,720,1357.35
1634065200,1.3590309338015254,1.35965,1.35882,1.359295,503,1371.55
1634068800,1.3591629669007625,1.35937,1.35848,1.3590175,267,1348.45
1634072400,1.3590902334503814,1.3590902334503814,1.3584,1.35875,51,1309.8
1634076000,1.3589201167251908,1.35908,1.35868,1.3588325,168,1294.9
1634079600,1.3588763083625954,1.3588763083625954,1.3576,1.3582075,306,1295.4
1634083200,1.3585419041812976,1.35972,1.35758,1.35865,816,1325.3
1634086800,1.3585959520906488,1.36134,1.3585959520906488,1.3604275000000001,635,1336.15
1634090400,1.3595117260453244,1.36181,1.3595117260453244,1.3613875,437,1278
1634094000,1.3604496130226622,1.36169,1.3604496130226622,1.36144,315,1191.35
1634097600,1.360944806511331,1.36184,1.360944806511331,1.36161,312,1102.4
1634101200,1.3612774032556656,1.36188,1.3607,1.361365,376,1036.9
1634104800,1.3613212016278329,1.36188,1.36033,1.3612325,1589,1050.65
1634108400,1.3612768508139164,1.36284,1.3602,1.361705,2653,1122.4
1634112000,1.361490925406958,1.36386,1.361490925406958,1.3627,1739,1100.8
1634115600,1.3620954627034791,1.36356,1.3617,1.36278,1794,1029.65
1634119200,1.3624377313517395,1.36446,1.36219,1.36301,1559,919.75
1634122800,1.3627238656758698,1.36294,1.3617,1.3622575,1934,903.25
1634126400,1.3624906828379348,1.3624906828379348,1.35876,1.36063,4181,1061.15
1634130000,1.3615603414189674,1.36468,1.3594,1.3618774999999999,4452,1240.35
1634133600,1.3617189207094835,1.36462,1.3617189207094835,1.363475,3278,1368.25
1634137200,1.3625969603547419,1.36484,1.3625969603547419,1.3639350000000001,1797,1432.95
1634140800,1.363265980177371,1.36516,1.363265980177371,1.3645,959,1467.55
1634144400,1.3638829900886855,1.36593,1.3638829900886855,1.36472,956,1512.8
1634148000,1.3643014950443426,1.36497,1.36318,1.3642775,1600,1584.4
1634151600,1.3642894975221713,1.3665,1.3641,1.3652575000000002,862,1612.2
1634155200,1.3647734987610858,1.3664,1.3647734987610858,1.3661575,213,1582.05
1634158800,1.3654654993805428,1.36621,1.3654654993805428,1.36602,48,1552.7
1634162400,1.3657427496902714,1.3669,1.3657427496902714,1.3664,104,1536.05
1634166000,1.3660713748451356,1.36687,1.3660713748451356,1.3666675,165,1528.55
1634169600,1.3663694374225677,1.367,1.3663694374225677,1.3667824999999998,426,1534.25
1634173200,1.3665759687112837,1.36694,1.36584,1.3663925,305,1530.7
1634176800,1.3664842343556418,1.36683,1.366,1.3664075,197,1461.1
1634180400,1.3664458671778208,1.36726,1.3664458671778208,1.366925,291,1343
1634184000,1.3666854335889105,1.36712,1.3664,1.3667375000000002,190,1265.55
1634187600,1.3667114667944553,1.36688,1.36613,1.36654,233,1187.5
1634191200,1.3666257333972278,1.36888,1.36652,1.367725,1323,1175.7
1634194800,1.367175366698614,1.36993,1.367175366698614,1.3692125000000002,1393,1148.65
1634198400,1.368193933349307,1.37185,1.368193933349307,1.3706175,1464,1012.8
1634202000,1.3694057166746534,1.37252,1.3694057166746534,1.3718,1642,872.3
1634205600,1.3706028583373266,1.37344,1.3706028583373266,1.3719025,1326,774.7
1634209200,1.3712526791686632,1.3726,1.37072,1.3714925,1516,760.65
1634212800,1.3713725895843316,1.37201,1.37,1.3713100000000003,2044,814.9
1634216400,1.371341294792166,1.37194,1.36931,1.3707474999999998,2534,893.8
1634220000,1.3710443973960829,1.37124,1.36784,1.3693925,2103,918.95
1634223600,1.3702184486980413,1.3702184486980413,1.36755,1.3682425,1770,964.35
1634227200,1.3692304743490207,1.3692304743490207,1.36776,1.3684625000000001,908,999.1
1634230800,1.3688464871745105,1.3688464871745105,1.36782,1.3682400000000001,532,1023.3
1634234400,1.3685432435872553,1.36874,1.36792,1.3683375,479,1042.05
1634238000,1.3684403717936275,1.36876,1.36704,1.3678949999999999,1046,1086.1
1634241600,1.3681676858968137,1.3681676858968137,1.36676,1.3672225,436,1086.6
1634245200,1.3676950929484069,1.3676950929484069,1.36727,1.3673924999999998,35,1073.1
1634248800,1.3675437964742034,1.36766,1.36735,1.3674600000000001,149,1070.7
1634252400,1.3675018982371019,1.36768,1.36678,1.36717,199,1066.1
1634256000,1.367335949118551,1.36772,1.36682,1.36727,523,1082.75
1634259600,1.3673029745592755,1.36816,1.36726,1.367635,514,1096.8
1634263200,1.3674689872796377,1.36876,1.36707,1.3679775,466,1053.95
1634266800,1.3677232436398188,1.36886,1.3677232436398188,1.368625,309,999.75
1634270400,1.3681741218199095,1.36893,1.3681741218199095,1.36864,244,938.75
1634274000,1.3684070609099548,1.36874,1.36748,1.3681500000000002,424,877.85
1634277600,1.3682785304549774,1.36997,1.36752,1.36878,1549,889
1634281200,1.3685292652274887,1.3729,1.3685292652274887,1.3711200000000001,2550,940.7
1634284800,1.3698246326137444,1.37392,1.3698246326137444,1.372435,2096,943.3
1634288400,1.3711298163068721,1.37342,1.3711298163068721,1.37253,1641,898.65
1634292000,1.371829908153436,1.37459,1.371829908153436,1.3736100000000002,1349,860.95
1634295600,1.372719954076718,1.3758,1.372719954076718,1.37491,1600,852.45
1634299200,1.373814977038359,1.37544,1.37334,1.3743275,2601,937.1
1634302800,1.3740712385191793,1.37574,1.3733,1.3744875,2678,1044.4
1634306400,1.3742793692595896,1.37734,1.3742793692595896,1.37603,2648,1152.85
1634310000,1.3751546846297948,1.37709,1.3751546846297948,1.3762325000000002,1866,1193.85
1634313600,1.3756935923148976,1.37642,1.37542,1.37581,1038,1223.95
1634317200,1.3757517961574488,1.3759,1.37546,1.3756749999999998,734,1258.9
1634320800,1.3757133980787244,1.3762,1.37469,1.3753175,949,1298.9
1634324400,1.3755154490393622,1.3755154490393622,1.37405,1.374595,675,1322.7
1634328000,1.3750552245196812,1.3751,1.37399,1.37458,652,1329.15
1634504400,1.3748176122598406,1.37604,1.37457,1.37526,301,1318.5
1634508000,1.3750388061299201,1.3763,1.3750388061299201,1.3757575000000002,1350,1362.7
1634511600,1.3753981530649602,1.37656,1.3753981530649602,1.376125,961,1395.3
1634515200,1.3757615765324802,1.37635,1.37424,1.3752575,676,1416.9
1634518800,1.3755095382662401,1.3755095382662401,1.37345,1.3739925,645,1427.95
1634522400,1.37475101913312,1.37475101913312,1.3735,1.37385,296,1365.3
1634526000,1.37430050956656,1.37430050956656,1.37276,1.3735150000000003,355,1255.55
1634529600,1.37390775478328,1.37390775478328,1.37297,1.37312,246,1163.05
1634533200,1.37351387739164,1.37351387739164,1.37244,1.372865,469,1104.45
1634536800,1.37318943869582,1.37383,1.37197,1.373025,1586,1116.3
1634540400,1.3731072193479101,1.37474,1.37284,1.37398,2247,1148.65
1634544000,1.373543609673955,1.37474,1.37167,1.37328,1934,1115.3
1634547600,1.3734118048369774,1.37394,1.37189,1.37277,1652,1064
1634551200,1.3730909024184887,1.37364,1.3724,1.37301,1326,997.9
1634554800,1.3730504512092443,1.37384,1.37232,1.37308,1469,978.05
1634558400,1.373065225604622,1.37459,1.37274,1.37351,2553,1053.8
1634562000,1.373287612802311,1.37397,1.37218,1.373125,2956,1164.9
1634565600,1.3732063064011555,1.37345,1.3719,1.3726025,2150,1224.95
1634569200,1.3729044032005777,1.3729044032005777,1.37091,1.37208,1262,1254.3
1634572800,1.3724922016002887,1.37356,1.37236,1.3729749999999998,800,1261.7
1634576400,1.3727336008001443,1.374,1.3727336008001443,1.3735275,622,1277.75
1634580000,1.3731305504000721,1.37376,1.37294,1.3733275,592,1239.85
1634583600,1.373229025200036,1.37338,1.37264,1.3730399999999998,563,1219.95
1634587200,1.3731345126000178,1.3732,1.37265,1.37296,183,1195.3
1634590800,1.373047256300009,1.37317,1.37236,1.3727950000000002,134,1169.75
1634594400,1.3729211281500047,1.37315,1.37284,1.3729675000000001,154,1162.65
1634598000,1.3729443140750024,1.37368,1.37288,1.37329,192,1154.5
1634601600,1.3731171570375011,1.37518,1.3731171570375011,1.37438,508,1167.6
1634605200,1.3737485785187507,1.3764,1.3737485785187507,1.3755375,883,1188.3
1634608800,1.3746430392593754,1.37638,1.3746430392593754,1.3759799999999998,458,1131.9
1634612400,1.3753115196296877,1.37666,1.3753115196296877,1.3763999999999998,371,1038.1
1634616000,1.3758557598148438,1.37746,1.3758557598148438,1.3768799999999999,420,962.4
1634619600,1.3763678799074217,1.37791,1.3763678799074217,1.3772825,497,904.65
1634623200,1.3768251899537107,1.37814,1.3768251899537107,1.3774525,1480,912.35
1634626800,1.3771388449768553,1.3788,1.37691,1.3777475000000001,2267,952.25
1634630400,1.3774431724884277,1.3795,1.3774431724884277,1.37869,1383,893.75
1634634000,1.3780665862442139,1.3816,1.3780665862442139,1.3803199999999998,1625,827.2
1634637600,1.379193293122107,1.38318,1.379193293122107,1.3820225000000002,1905,814.95
1634641200,1.3806078965610535,1.38338,1.3806078965610535,1.382565,1441,823.9
1634644800,1.381586448280527,1.38323,1.38067,1.3819325,1639,865.85
1634648400,1.3817594741402635,1.3819,1.3805,1.3812849999999999,2368,953.15
1634652000,1.3815222370701317,1.38174,1.37918,1.38056,2259,1036.5
1634655600,1.381041118535066,1.381041118535066,1.37934,1.3801500000000002,1671,1091.9
1634659200,1.3805955592675332,1.38068,1.37926,1.3800525,771,1121.3
1634662800,1.3803240296337664,1.38098,1.37966,1.3802675,671,1148.15
1634666400,1.3802957648168832,1.38128,1.3797,1.38041,564,1168.65
1634670000,1.3803528824084417,1.3803528824084417,1.37918,1.3795425,646,1191.35
1634673600,1.3799476912042208,1.3799476912042208,1.37888,1.379235,252,1178.55
1634677200,1.3795913456021105,1.38074,1.37897,1.379615,130,1140.9
1634680800,1.3796031728010552,1.3796031728010552,1.37921,1.3793775,60,1121
1634684400,1.3794903364005275,1.37954,1.37907,1.3793250000000001,152,1110.05
1634688000,1.3794076682002638,1.38,1.37883,1.3794875,873,1132.7
1634691600,1.379447584100132,1.38152,1.37914,1.3803250000000002,904,1153.05
