time,open,high,low,close,Volume,Volume MA
1631620800,1.1810204968735638,1.18459,1.18074,1.1826125,13674,2574.2
1631624400,1.181816498436782,1.18458,1.181816498436782,1.1834574999999998,9447,2938.3
1631628000,1.182636999218391,1.18275,1.18158,1.18233,8049,3232.3
1631631600,1.1824834996091955,1.18252,1.1818,1.182215,3928,3309.7
1631635200,1.1823492498045978,1.18278,1.1821,1.182345,2380,3394.05
1631638800,1.1823471249022988,1.18262,1.18184,1.182245,2831,3531.25
1631642400,1.1822960624511494,1.18242,1.18077,1.1815725000000001,2611,3644
1631646000,1.1819342812255749,1.1819342812255749,1.18002,1.180525,2802,3767.45
1631649600,1.1812296406127873,1.1812296406127873,1.18038,1.1804975,798,3754.95
1631653200,1.1808635703063937,1.18092,1.1803,1.1805775,395,3723.6
1631656800,1.1807205351531969,1.18096,1.18005,1.180455,702,3688.45
1631660400,1.1805877675765983,1.1805877675765983,1.18006,1.1801750000000002,225,3650.05
1631664000,1.1803813837882993,1.18076,1.18007,1.1804074999999998,1224,3674.1
1631667600,1.1803944418941494,1.18121,1.1803944418941494,1.1807725,1170,3670.55
1631671200,1.1805834709470746,1.18098,1.18037,1.1807124999999998,1530,3560.3
1631674800,1.1806479854735372,1.18098,1.18056,1.1807,979,3330.55
1631678400,1.1806739927367687,1.18093,1.18045,1.18063,862,3204.7
1631682000,1.1806519963683844,1.1807,1.18009,1.1804700000000001,1637,3106.75
1631685600,1.1805609981841922,1.18119,1.17993,1.1806125,4966,3196.4
1631689200,1.1805867490920963,1.18186,1.18056,1.181215,4829,3251.95
1631692800,1.180900874546048,1.18289,1.180900874546048,1.1821575,4151,2775.8
1631696400,1.181529187273024,1.18286,1.181529187273024,1.1824949999999999,4202,2513.55
1631700000,1.182012093636512,1.1832,1.182012093636512,1.1826625,3327,2277.45
1631703600,1.182337296818256,1.1832,1.18173,1.18247,4171,2289.6
1631707200,1.182403648409128,1.1832,1.18074,1.181815,8562,2598.7
1631710800,1.1821093242045642,1.18213,1.18088,1.1815075,7994,2856.85
1631714400,1.181808412102282,1.18228,1.1808,1.181705,8362,3144.4
1631718000,1.1817567060511411,1.18218,1.18097,1.1815475000000002,5034,3256
1631721600,1.1816521030255707,1.1816521030255707,1.18033,1.180795,2409,3336.55
1631725200,1.1812235515127854,1.1812235515127854,1.18036,1.18068,1776,3405.6
1631728800,1.1809517757563928,1.1809517757563928,1.18048,1.18076,1875,3464.25
1631732400,1.1808558878781965,1.18174,1.18064,1.1812175,1724,3539.2
1631736000,1.1810366939390984,1.18182,1.1810366939390984,1.1816250000000001,743,3515.15
1631739600,1.1813308469695492,1.18178,1.1813308469695492,1.18165,81,3460.7
1631743200,1.1814904234847745,1.18208,1.1814904234847745,1.181845,748,3421.6
1631746800,1.1816677117423873,1.18206,1.1816677117423873,1.1819325,449,3395.1
1631750400,1.1818001058711936,1.18206,1.1816,1.1818650000000002,1195,3411.75
1631754000,1.1818325529355969,1.18201,1.18152,1.1818175,1238,3391.8
1631757600,1.1818250264677985,1.18198,1.18163,1.18184,918,3189.4
1631761200,1.1818325132338994,1.18198,1.1812,1.181575,705,2983.2
1631764800,1.1817037566169497,1.1817037566169497,1.18093,1.1810975,771,2814.2
1631768400,1.1814006283084748,1.1814006283084748,1.18028,1.180685,1402,2674.2
1631772000,1.1810428141542375,1.1810428141542375,1.17911,1.1798250000000001,5299,2772.8
1631775600,1.1804339070771188,1.1804339070771188,1.17779,1.1786625,6347,2881.6
